title,type,summary,genre
The Manual of Love,MOVIE,Four intertwined stories on the joys and sorrows of love.,"Romance,Comedy,Drama"
Loving Only You,MOVIE,Lukewarm wedding acquires a new meaning when the father of the groom rekindles his long-time love for the mother of the bride.,"Romance,Comedy"
Pet Sematary,MOVIE,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.","Horror,Thriller"
Fire Down Below,MOVIE,"When an EPA representative is murdered in a small Appalachian community, EPA undercover agent Jack Taggart is sent in—posing as a handyman working with a Christian relief agency—to determine what happened.","Action,Thriller"
Staying Alive,MOVIE,It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenger yet - making it as a dancer on the Broadway stage.,"Drama,Music"
Lara Croft: Tomb Raider - The Cradle of Life,MOVIE,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.","Action,Adventure,Fantasy,Thriller"
The Blackcoat's Daughter,MOVIE,"Two young students at a prestigious prep school for girls are assailed by an evil, invisible power when they are stranded at the school over winter break.","Horror,Thriller"
Quarantine 2: Terminal,MOVIE,A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,"Horror,Mystery,Science Fiction"
Paranormal Activity 2,MOVIE,"Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.","Horror,Mystery,Fantasy"
Cut Bank,MOVIE,"25-year-old Dwayne McLaren, a former athlete turned auto mechanic, dreams of getting out of tiny Cut Bank, Montana the coldest town in America. But his effort to do so sets in motion a deadly series of events that change his life and the life of the town forever...",Thriller
We Are What We Are,MOVIE,"The Parkers, reclusive people who cling to ancient customs, find their secret lives threatened when a torrential downpour and the death of the family matriarch forces daughters Iris and Rose to assume special responsibilities.","Drama,Horror,Thriller"
Cleanskin,MOVIE,"While working undercover as a bodyguard to arms dealer Harry, former-soldier-turned-secret-service-agent Ewan survives a bloody shootout with a member of an Islamic terrorist cell who steals Harry's briefcase full of Semtex explosives and escapes. Ewan's spymasters task Ewan with hunting down the cell members and retrieving the briefcase.","Drama,Thriller,Crime"
Chopping Mall,MOVIE,"A group of teenagers that work at the mall all get together for a late night party in one of the stores. When the mall goes on lock down before they can get out, the robot security system activates after a malfunction and goes on a killing spree. One by one the three bots try to rid the mall of the “intruders.” The only weapons the kids can use are the supplies in other stores, or if they can make it till morning when the mall opens back up.","Horror,Science Fiction"
Bogus,MOVIE,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.","Fantasy,Comedy,Family"
It's All About Karma,MOVIE,"Giacomo befriends a con man, believing that he is the reincarnation of his dead father.",Comedy
Bound to Vengeance,MOVIE,"A young woman, Eve, fights back and manages to escape a malicious abductor. However, after discovering she may not be the only victim, Eve unravels a darker truth and decides to turn the tables on her captor.","Thriller,Horror"
The Skulls,MOVIE,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.","Crime,Drama,Thriller"
88 Minutes,MOVIE,"A college professor who moonlights as a forensic psychiatrist for the FBI, receives a death threat claiming he has only 88 minutes to live.","Crime,Mystery,Thriller"
The Ring Two,MOVIE,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,"Drama,Horror,Thriller"
When a Stranger Calls,MOVIE,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.","Horror,Mystery"
Just Married,MOVIE,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.","Comedy,Romance"
Miss Congeniality 2: Armed and Fabulous,MOVIE,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.","Action,Comedy"
The Punisher,MOVIE,"The avenging angel of Marvel Comics fame comes brilliantly to life in this searing action-adventure thriller! Dolph Lundgren stars as Frank Castle, a veteran cop who loses his entire family to a mafia car bomb. His ex-partner believes Castle survived the blast and became the Punisher, living in the sewers and exacting vigilante violence against mob bosses throughout the city. When the populace is caught in the midst of a gang war that he caused, Castle must again emerge from the shadows and save the innocent.","Action,Thriller"
The Gunman,MOVIE,"Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa.","Action,Drama,Crime"
Second Chance,MOVIE,"Julien Monnier has a serious problem. Though he's a brilliant couples counselor, he can't keep a woman in his life for more than two weeks. Indeed, ever since his childhood, Julien jinxes every woman who falls in love with him. But it's not just any small jinx. It's the kind that sends you to the hospital several times a week, that destroys your professional life or that turns your friends into enemies. Julien is strictly speaking a true black cat for women. Joanna Sorini will soon learn this at her expense the day she meets him. A career that's just taking off, a love life that finally seems to be taking a good turn, all that may just change.","Comedy,Romance"
Una moglie bellissima,MOVIE,"Mariano has been married for 10 years with Miranda, a woman way out of his league. Their small-town life is disrupted by charming photographer Andrea, who is struck by Miranda's good looks and offers her a one-time modelling job. Albeit hesitant, the couple eventually accepts his invitation to the Seychelles...","Comedy,Romance"
Stuart Little 2,MOVIE,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.","Family,Adventure,Animation,Comedy"
The Ringer,MOVIE,"Pressured by a greedy uncle and a pile of debt, lovable loser Steve Barker resorts to an unthinkable, contemptible, just-crazy-enough-to-work scheme. He pretends to be mentally challenged to rig the upcoming Special Olympics and bring home the gold. But when Steve's fellow competitors get wise to the con, they inspire him to rise to the greatest challenge of all: becoming a better person.",Comedy
The Core,MOVIE,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.","Action,Thriller,Adventure,Science Fiction"
The Hunter's Prayer,MOVIE,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.,"Action,Thriller"
The Sweeney,MOVIE,"Jack Regan, a hardened cop who doesn’t play by the rules, is confronted with a criminal from his past. With sidekick George Carter they are put on the case of a jewellery store heist that ends in a killing. But is that killing really an execution in disguise? With pressure from his boss and the fact that Regan is having an affair with that boss’s wife, it’s not going to be easy for him to stay out of trouble.","Action,Crime"
Dragon Ball Z: Bio-Broly,MOVIE,"Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.","Animation,Action,Science Fiction"
School of Thieves,MOVIE,"Frenetic in its pacing and with miniscule character development, this trite slapstick farce stars three Italian comics - Paolo Villaggio, Lino Banfi, and Massimo Boldi as the idiot-nephews of a wealthy invalid (Enrico Maria Salerno). The uncle's plan is to teach the trio how to successfully steal for a living but the plan does not have a chance against their exaggerated ineptitude.",Comedy
Timeline,MOVIE,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,"Action,Adventure,Science Fiction"
The Patriot,MOVIE,"A deadly virus threatens to wipe out an entire Rocky Mountain town, leaving the town doctor to find some way to escape the soldiers who enforce the town's quarantine and devise an antidote. Matters take a more deadly turn after the physician is captured by a dangerously unstable band of militia extremists.","Action,Thriller"
The Nut Job,MOVIE,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.","Animation,Comedy,Family,Adventure"
Death Wish 4: The Crackdown,MOVIE,"After the death of his girlfriend's daughter from a drug overdose, Paul Kersey (Charles Bronson) takes on the local drug cartel.",Action
All the Right Moves,MOVIE,"Sensitive study of a headstrong high school football star who dreams of getting out of his small Western Pennsylvania steel town with a football scholarship. His equally ambitious coach aims at a college position, resulting in a clash which could crush the player's dreams.","Romance,Drama"
Who's Harry Crumb?,MOVIE,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,"Comedy,Crime,Mystery"
Bounce,MOVIE,A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.,"Drama,Romance"
Cry_Wolf,MOVIE,"After a local woman is murdered, a group of teenage liars create a warning e-mail of a serial killer named “The Wolf”, coming on the next full moon. The teens describe each death method The Wolf uses, but when the described victims actually do start turning up dead, suddenly no one knows where the lies end and the truth begins.","Horror,Thriller"
The Little Hours,MOVIE,"Garfagnana, Italy, 1347. The handsome servant Masseto, fleeing from his vindictive master, takes shelter in a nunnery where three young nuns, Sister Alessandra, Sister Ginevra and Sister Fernanda, try unsuccessfully to find out what their purpose in life is, a conundrum that each of them faces in different ways.",Comedy
War on Everyone,MOVIE,"Two corrupt cops in New Mexico set out to blackmail and frame every criminal unfortunate enough to cross their path. Things take a sinister turn, however, when they try to intimidate someone who is more dangerous than they are. Or is he?","Action,Comedy,Mystery"
Beyond a Reasonable Doubt,MOVIE,Remake of a 1956 Fritz Lang film in which a novelist's investigation of a dirty district attorney leads to a setup within the courtroom.,"Crime,Drama,Thriller"
Once Bitten,MOVIE,"Mark wants to lose his virginity, but his girlfriend wants to wait. Unfortunately for both of them, a 400-year-old vampire Countess needs to turn a virgin into a vampire before Halloween in order to preserve her own youthful appearance, and when she finds Mark, she turns his life upside-down.","Comedy,Horror,Romance"
Johnny Mnemonic,MOVIE,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.","Science Fiction,Thriller,Adventure,Action,Drama"
Let Us Prey,MOVIE,"Rachel, a rookie cop, is about to begin her first night shift in a neglected police station in a Scottish, backwater town. The kind of place where the tide has gone out and stranded a motley bunch of the aimless, the forgotten, the bitter-and-twisted who all think that, really, they deserve to be somewhere else. They all think they're there by accident and that, with a little luck, life is going to get better. Wrong, on both counts. Six is about to arrive - and All Hell Will Break Loose!","Thriller,Horror"
Are We Done Yet?,MOVIE,Newlyweds Nick and Suzanne decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor with a bizarre approach to business.,"Family,Comedy"
The Man,MOVIE,A case of mistaken identity forces a Federal agent and a dental supply salesman to team up as they speed through the streets of Detroit to pull off a sting operation and solve the murder of the agent's former partner.,"Action,Comedy,Crime"
Rocky V,MOVIE,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",Drama
Killshot,MOVIE,"Beautiful Carmen Colson and her ironworker husband Wayne are placed in the Federal Witness Protection program after witnessing an ""incident"". Thinking they are at last safe, they are targeted by an experienced hit man and a psychopathic young upstart killer.","Crime,Drama,Thriller"
Major League II,MOVIE,"After losing in the ALCS the year before, the Cleveland Indians are determined to make it into the World Series this time! However, they first have to contend with Rachel Phelps again when she buys back the team.",Comedy
The Tax Collector,MOVIE,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,"Action,Crime,Drama"
Staten Island Summer,MOVIE,Pals Danny and Frank spend the summer after high school working as lifeguards while figuring out their future.,Comedy
Hop,MOVIE,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.","Animation,Comedy,Family"
Nine Months,MOVIE,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.","Romance,Comedy"
The X Files: I Want to Believe,MOVIE,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.","Drama,Mystery,Science Fiction,Thriller"
Madame Bovary,MOVIE,"The classic story of Emma Bovary, the beautiful wife of a small-town doctor in 19th century France, who engages in extra marital affairs in an attempt to advance her social status.",Drama
Masterminds,MOVIE,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,"Action,Comedy,Crime"
The Three Stooges,MOVIE,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",Comedy
Arthur and the Revenge of Maltazard,MOVIE,"Arthur answers a distress call from Princess Selenia, who is menaced by the nefarious Maltazard.","Adventure,Fantasy,Animation,Family"
Your Son,MOVIE,"Jaime, a doctor who lives in Seville, finds his life radicallychanged when his son is left fighting for his life after beingbeaten up during a robbery. The feelings of pain andhelplessness soon change to feelings of hate and anger,converting a good dad into a dehumanised man.","Drama,Thriller"
Special Correspondents,MOVIE,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,Comedy
Tales of Halloween,MOVIE,"Ten stories from horror's top directors. Ghosts, ghouls, monsters, and the devil delight in terrorizing unsuspecting residents of a suburban neighborhood on Halloween night. This creepy anthology combines classic Halloween tales with the stuff of nightmares.","Horror,Thriller,Drama"
Paranoia,MOVIE,"An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price—he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.","Drama,Thriller"
The Canal,MOVIE,A man who suspects his wife is cheating on him begins having nightmarish visions of an evil presence that he believes inhabits his house.,"Horror,Mystery,Thriller"
Deep Water,MOVIE,"Vic and Melinda Van Allen are a couple in the small town of Little Wesley. Their loveless marriage is held together only by a precarious arrangement whereby, in order to avoid the messiness of divorce, Melinda is allowed to take any number of lovers as long as she does not desert her family.","Drama,Mystery,Thriller"
Naked,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",Comedy
Life of Crime,MOVIE,Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,"Comedy,Crime"
Il pesce innamorato,MOVIE,"Carpenter Arturo writes children's stories in his spare time until a chance encounter propels him into literary stardom. At the peak of his success, he has a one-night stand with beautiful Matilde, but their relationship can't go on – she's married and he has to promote his book. Increasingly weary of his new life, Arturo retreats into an house in the woods to work on new stories, alone. One day, Matilde shows up holding a baby in her arms...","Comedy,Romance"
Hush,MOVIE,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.","Drama,Thriller"
The Prince & Me 2: The Royal Wedding,MOVIE,"With just weeks before their royal wedding, Paige and Edvard find their relationship and the Danish monarchy in jeopardy when an old law is brought to light, stating that an unmarried heir to the throne may marry only a woman of noble blood or else he must relinquish his crown.","Romance,Comedy,Family"
Inconceivable,MOVIE,"A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her.","Thriller,Drama"
White Girl,MOVIE,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",Drama
Boulevard,MOVIE,"Nolan Mack, a soft-spoken bank employee, undoubtedly loves his wife Joy, though their cavernous empty house only underscores how disconnected they’ve always been from each other. Nolan finds himself drifting from his familiar present-day life in pursuit of lost time after meeting a troubled young man named Leo on his drive home. What begins as an aimless drive down an unfamiliar street turns into a life-altering series of events.",Drama
Pressure,MOVIE,Four divers are stuck deep underwater in a vessel after a freak storm destroys their ship. Will they survive?,"Drama,Thriller"
Annabelle,MOVIE,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,Horror
First Kill,MOVIE,A police chief tries to solve a kidnapping that involves a bank robber holding a young boy hostage.,"Action,Thriller,Crime"
Three Steps Over Heaven,MOVIE,A bad boy and a socialite girl hook-up.,"Drama,Romance"
Ca$h,MOVIE,"A man meets up with two ""good guys"" to recover what is unlawfully his, taking them on his whirlwind ride, doing things they never would have imagined, just to survive.","Comedy,Thriller,Crime"
Maximum Overdrive,MOVIE,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.","Horror,Action,Science Fiction"
Collateral Damage,MOVIE,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,"Action,Thriller,Drama"
"Oh, Ramona!",MOVIE,"Oh, Ramona! seeks the transformation of Andrew from a teenager into an adult who lives candidly and selflessly his first love story, innocent and uninvolved, alternating with the second, intense and insane story, incapable of making a choice. Oh, Ramona! is the cinematic rewriting of Andrei Ciobanu's book ""Suge-o, Ramona!"".","Comedy,Romance"
The Perfect Guy,MOVIE,"After a painful breakup, Leah seems to meet the perfect guy. But she soon discovers someone mysteriously lurking around her surroundings.",Thriller
The Happytime Murders,MOVIE,"In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.","Action,Comedy,Crime"
The Contract,MOVIE,"Attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer.","Drama,Action,Thriller,Crime"
Planet of the Apes,MOVIE,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.","Thriller,Science Fiction,Action,Adventure"
Don't Be Afraid of the Dark,MOVIE,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,"Fantasy,Horror,Thriller"
Cold Pursuit,MOVIE,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.","Action,Crime,Thriller"
Sausage Party,MOVIE,Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,"Adventure,Animation,Comedy,Fantasy"
The Midnight Man,MOVIE,"A girl and her friends find a game in the attic that summons a creature known as The Midnight Man, who uses their worst fears against them.",Horror
Poveri ma ricchissimi,MOVIE,"The Tucci family discovers that they have not really lost all their money and, refusing to pay Italian taxes, decides to turn Torresecca into a tax haven, relying on a post-Italian unification bureaucratic oversight.",Comedy
Black Tide,MOVIE,"When a teenager suddenly disappears without a trace, the case is assigned to an alcoholic police officer who maintains a complicated relationship with his own troubled teenage son, suspected of drug trafficking.","Thriller,Drama,Mystery"
Playmobil: The Movie,MOVIE,Marla is forced to abandon her carefully structured life to embark on an epic journey to find her younger brother Charlie who has disappeared into the vast and wondrous animated world of Playmobil toys.,"Family,Animation,Comedy,Adventure"
Battle: Los Angeles,MOVIE,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.","Science Fiction,Action"
The French Kissers,MOVIE,A coming-of-age tale about an adolescent boy and his efforts to fit in amongst a varied cast of characters.,Comedy
The Art of War,MOVIE,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.","Crime,Action,Adventure"
The Ant Bully,MOVIE,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.","Fantasy,Adventure,Animation,Comedy,Family"
Knights of Badassdom,MOVIE,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,"Adventure,Fantasy,Horror,Comedy"
Satan,MOVIE,A group of young people leave a disco and bump into a shepherd who is ready to spend his night worshipping Satan.,"Comedy,Horror,Thriller"
Battle for the Planet of the Apes,MOVIE,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.","Action,Science Fiction"
30 Minutes or Less,MOVIE,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...","Action,Adventure,Comedy"
Ex,MOVIE,"Ex is a 2009 film directed and co-written by Fausto Brizzi and interpreted by a rich and large cast of characters.  The film, produced by Italian International Film, in co-production with the French company and Mes Films in collaboration with RAI Cinema. It was released February 6, 2009 in Italian cinema and has been recognized as ""national cultural interest"" by the Directorate General for Cinema of the Ministry of Heritage and Culture.",Comedy
Laws of Attraction,MOVIE,"Amidst a sea of litigation, two New York City divorce lawyers find love.","Comedy,Romance"
Wrong Turn 4: Bloody Beginnings,MOVIE,"A group of friends take refuge in a deserted sanatorium after they are left stranded in a snowstorm. Later, the place becomes a death trap when man-eating cannibals surround them.","Horror,Thriller"
Eight Legged Freaks,MOVIE,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.","Action,Comedy,Horror,Thriller"
Blood: The Last Vampire,MOVIE,"On the surface, Saya is a stunning 16-year-old, but that youthful exterior hides the tormented soul of a 400-year-old ""halfling"". Born to a human father and a vampire mother, she has for centuries been a loner obsessed with using her samurai skills to rid the world of vampires, all the while knowing that she herself can survive only on blood like those she hunts.","Action,Adventure,Horror,Science Fiction,Thriller"
Pixels,MOVIE,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,"Action,Comedy,Science Fiction"
Superman Returns,MOVIE,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.","Science Fiction,Action,Adventure"
My Big Gay Italian Wedding,MOVIE,"A father, who calls himself ""open"" and tolerant and fights against any form of discrimination, reveals himself as not so liberal when his son announces the engagement to his partner. Overwhelmed by the news, he regresses into the most fierce opponent of same sex marriage, and tries to undermine his son's happiness with a series of embarrassing situations.",Comedy
247°F,MOVIE,"Four friends travel to a lakeside cabin for a carefree weekend, but the fun turns into a nightmare when 3 of them end up locked in a hot sauna. Every minute counts and every degree matters as they fight for their lives in the heat up to 247°F.","Horror,Thriller"
Hick,MOVIE,A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,"Comedy,Drama"
Escape from Planet Earth,MOVIE,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,"Animation,Comedy,Adventure,Family,Science Fiction"
The Chase,MOVIE,"Jack Hammond is sentenced to life in prison, but manages to escape. To get away from the police he takes a girl as hostage and drives off in her car. The girl happens to be the only daughter of one of the richest men in the state. In a while the car chase is being broadcast live on every TV-channel.","Adventure,Comedy,Action,Crime"
Let's Go to Prison,MOVIE,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.","Comedy,Crime"
The Thaw,MOVIE,"At a remote Arctic research station, four ecology students discover the real horror of global warming is not the melting ice, but what's frozen within it. A prehistoric parasite is released from the carcass of a Woolly Mammoth upon the unsuspecting students who are forced to quarantine and make necessary sacrifices, or risk infecting the rest of the world.","Horror,Science Fiction,Thriller"
Ringu 2,MOVIE,"While investigating the horrifying death of her boyfriend, Mai Takano learns about a videotape haunted by the spirit of a disturbing girl named Sadako, which kills anyone who watches it exactly one week later. When her boyfriend’s son, Yoichi, starts to develop the same psychic abilities as Sadako, Takano must find a way to keep the boy and herself from becoming the next victims.","Horror,Mystery,Science Fiction"
Tarzan,MOVIE,"One of the most classic and revered stories of all time, Edgar Rice Burroughs' Tarzan returns to the big screen for a new generation. Tarzan and Jane face a mercenary army dispatched by the evil CEO of Greystoke Energies, a man who took over the company from Tarzan's parents, after they died in a plane crash in the African jungle.","Animation,Action,Adventure,Family"
Win a Date with Tad Hamilton!,MOVIE,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.","Comedy,Romance"
Synchronicity,MOVIE,"A daring physicist travels into the past to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.","Thriller,Mystery,Science Fiction"
Maggie's Plan,MOVIE,"Maggie's plan to have a baby on her own is derailed when she falls in love with John, a married man, destroying his volatile marriage to the brilliant and impossible Georgette. But one daughter and three years later, Maggie is out of love and in a quandary: what do you do when you suspect your man and his ex wife are actually perfect for each other?","Drama,Comedy,Romance"
Alvin and the Chipmunks: Chipwrecked,MOVIE,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.","Comedy,Fantasy,Family,Music,Animation"
Bandslam,MOVIE,A high school social outcast and the popular girl bond through a shared love of music.,"Comedy,Drama,Family,Music,Romance"
Ben-Hur,MOVIE,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,"Action,History,Adventure,Drama"
America's Sweethearts,MOVIE,"In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.","Comedy,Romance"
Arkansas,MOVIE,"Kyle and Swin live by the orders of an Arkansas-based drug kingpin named Frog, whom they've never met. But when a deal goes horribly wrong, the consequences are deadly.","Crime,Thriller"
The Curse of La Llorona,MOVIE,A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,"Horror,Thriller"
